,target,docs,docs_clean
204,business," A row over the colour orange could hit the courts after mobile phone giant Orange launched action against a new mobile venture from Easyjet's founder.  Orange said it was starting proceedings against the Easymobile service for trademark infringement. Easymobile uses Easygroup's orange branding. Founder Stelios Haji-Ioannou has pledged to contest the action. The move comes after the two sides failed to come to an agreement after six months of talks. Orange claims the new low-cost mobile service has infringed its rights regarding the use of the colour orange and could confuse customers - known as ""passing off"".  ""Our brand, and the rights associated with it are extremely important to us,"" Orange said in a statement. ""In the absence of any firm commitment from Easy, we have been left with no choice but to start an action for trademark infringement and passing off."" However, Mr Haji-Ioannou, who plans to launch Easymobile next month, vowed to fight back, saying: ""We have nothing to be afraid of in this court case. ""It is our right to use our own corporate colour for which we have become famous during the last 10 years."" The Easyjet founder also said he planned to add a disclaimer to the Easygroup website to ensure customers are aware the Easymobile brand has no connection to Orange. The new service is the latest venture from Easygroup, which includes a chain of internet cafes, budget car rentals and an intercity bus service. Easymobile will allow customers to go online to order SIM cards and airtime - which will be rented from T-Mobile - for their existing handsets. ",row colour orange could hit court mobile phone giant orange launched action new mobile venture easyjet founder orange said starting proceeding easymobile service trademark infringement easymobile us easygroup orange branding founder stelios haji ioannou pledged contest action move come two side failed come agreement six month talk orange claim new low cost mobile service infringed right regarding use colour orange could confuse customer known passing brand right associated extremely important orange said statement absence firm commitment easy left choice start action trademark infringement passing however haji ioannou plan launch easymobile next month vowed fight back saying nothing afraid court case right use corporate colour become famous last year easyjet founder also said planned add disclaimer easygroup website ensure customer aware easymobile brand connection orange new service latest venture easygroup includes chain internet cafe budget car rental intercity bus service easymobile allow customer online order sim card airtime rented mobile existing handset
205,business," Standard Life, Europe's largest mutual life insurer, has cut bonuses for with-profit policyholders.  Annual bonus rates on its with-profits life policies were cut from 2.5% to 2%, while bonuses on pension policies were reduced from 3.25% to 2.5%. It is the sixth time in three years Standard Life has made cuts to bonus rates, despite an 8.7% rise in the value of the with-profits fund in 2004. The insurer blamed the cuts on poor share returns and low interest rates.  With-profits policies are designed to smooth out the peaks and troughs of stock market volatility. Profits made in good years are kept in reserve to pay investors an annual bonus even when the stock market performs badly. Slumping share prices throughout 2001 and 2002 forced most firms to trim bonus rates on their policies. Standard Life came in for criticism for sticking with stock market investments during 2001 and 2002. The insurer argued that shares outperformed other investments over the long term and that policyholders would feel the benefit when the stock market recovered. Recently, Norwich Union and Axa Sun Life both cut their with-profit bonus rates.  John Gill, managing director of the insurer's life and pensions division, said that a strong stock market recovery in the past two years had only ""partly compensated for losses during 2001 and 2002"". In addition, low interest rates meant that ""long-term investment returns are well below historic levels"", Mr Gill added. However, Mr Gill maintained that with-profits continued to perform well over the long term. ""Our payouts continue to stand up well against other types of long-term investments over similar periods,"" he said. Standard Life has an estimated 2.4 million with-profits policyholders. Last year, the company announced that it was looking to float on the stock market in 2006. ",standard life europe largest mutual life insurer cut bonus profit policyholder annual bonus rate profit life policy cut bonus pension policy reduced sixth time three year standard life made cut bonus rate despite rise value profit fund insurer blamed cut poor share return low interest rate profit policy designed smooth peak trough stock market volatility profit made good year kept reserve pay investor annual bonus even stock market performs badly slumping share price throughout forced firm trim bonus rate policy standard life came criticism sticking stock market investment insurer argued share outperformed investment long term policyholder would feel benefit stock market recovered recently norwich union axa sun life cut profit bonus rate john gill managing director insurer life pension division said strong stock market recovery past two year partly compensated loss addition low interest rate meant long term investment return well historic level gill added however gill maintained profit continued perform well long term payouts continue stand well type long term investment similar period said standard life estimated million profit policyholder last year company announced looking float stock market
206,business," Shares in music giant EMI have sunk by more than 16% after the firm issued a profit warning following disappointing sales and delays to two album releases.  EMI said music sales for the year to March will fall 8-9% from the year before, with profits set to be 15% lower than analysts had expected. It blamed poor sales since Christmas and delays to the releases of new albums by Coldplay and Gorillaz. By 1200 GMT on Monday, EMI shares were down 16.2% at 235.75 pence.  EMI said two major albums scheduled for release before the end of the financial year in March - one by Coldplay and one by Gorillaz - have now had their release dates put back.  ""EMI Music's sales, particularly re-orders, in January have also been lower than anticipated and this is expected to continue through February and March,"" the company added. ""Therefore, for the full year, at constant currency, EMI Music's sales are now expected to be 8% to 9% lower than the prior year."" The company said it expected profits to be about £138m ($259.8m). Alain Levy, chairman and chief executive of EMI Music, described the performance as ""disappointing"", but added that he remained optimistic over future trends in the industry. ""The physical music market is showing signs of stabilisation in many parts of the world and digital music, in all its forms, continues to develop at a rapid pace,"" he said.  Commenting on the delay to the release of the Coldplay and Gorillaz albums, Mr Levy said that ""creating and marketing music is not an exact science and cannot always coincide with our reporting periods"". ""While this rescheduling and recent softness is disappointing, it does not change my views of the improving health of the global recorded music industry,"" he added. Paul Richards, an analyst at Numis Securities, said the market would be focusing on the slump in music sales rather than the timing of the two albums. ""It's unusual to see this much of a downgrade just because of phasing,"" he said. ",share music giant emi sunk firm issued profit warning following disappointing sale delay two album release emi said music sale year march fall year profit set lower analyst expected blamed poor sale since christmas delay release new album coldplay gorillaz gmt monday emi share penny emi said two major album scheduled release end financial year march one coldplay one gorillaz release date put back emi music sale particularly order january also lower anticipated expected continue february march company added therefore full year constant currency emi music sale expected lower prior year company said expected profit alain levy chairman chief executive emi music described performance disappointing added remained optimistic future trend industry physical music market showing sign stabilisation many part world digital music form continues develop rapid pace said commenting delay release coldplay gorillaz album levy said creating marketing music exact science always coincide reporting period rescheduling recent softness disappointing change view improving health global recorded music industry added paul richards analyst numis security said market would focusing slump music sale rather timing two album unusual see much downgrade phasing said
207,business," Chinese online game operator Shanda Interactive Entertainment has bought a 20% stake in Sina, the country's biggest internet portal firm.  The move may be a precursor to a full takeover, with analysts saying that a better-known international firm may also now show an interest in Sina. Shanda said that it may boost its stake in Sina, even buying it outright. A merger would create a firm that offers online role-playing games, news, entertainment and wireless messaging.  Sina said that the purchase of a stake by Shanda would have no impact on its business.  The board of directors said in a statement that it would ""continue to act in the best interests of all the company stakeholders, including shareholders, employees and customers"". Both companies are listed on the New York Stock Exchange's (NYSE) technology-dominated Nasdaq index. In a filing with the US Securities and Exchange Commission, Sina said its shares were purchased between 12 January and 10 February for about $230m. Rumours about a possible takeover boosted Sina's shares by more than 10% on Friday. They added an extra 6.4% to $27.24 in electronic trading after the trading session had finished. And there may be more gains amid bid speculation when trading resumes in New York on Tuesday after Monday's public holiday, analysts forecast. ""There could still be some potential parties that could still counter bid,"" said Wallace Cheung, an analyst at DBS Vickers. ""Even though Shanda has 20% of Sina, they still have quite a long way to take full control."" However, Mr Cheung noted that a foreign company trying to take control of a Chinese internet portal firm, with its ability to filter and pass on news, may not be viewed very favourably by Beijing. ",chinese online game operator shanda interactive entertainment bought stake sina country biggest internet portal firm move may precursor full takeover analyst saying better known international firm may also show interest sina shanda said may boost stake sina even buying outright merger would create firm offer online role playing game news entertainment wireless messaging sina said purchase stake shanda would impact business board director said statement would continue act best interest company stakeholder including shareholder employee customer company listed new york stock exchange nyse technology dominated nasdaq index filing security exchange commission sina said share purchased january february rumour possible takeover boosted sina share friday added extra electronic trading trading session finished may gain amid bid speculation trading resume new york tuesday monday public holiday analyst forecast could still potential party could still counter bid said wallace cheung analyst db vickers even though shanda sina still quite long way take full control however cheung noted foreign company trying take control chinese internet portal firm ability filter pas news may viewed favourably beijing
208,business," Shares in Manchester United were up over 5% by noon on Monday following a new offer from Malcolm Glazer.  The board of Man Utd is expected to meet early this week to discuss the latest proposal from the US tycoon that values the club at £800m ($1.5bn). Manchester United revealed on Sunday that it had received a detailed proposal from Mr Glazer. A senior source at the club told the BBC: ""This time it's different"". The board is obliged to consider this deal. But the Man Utd supporters club urged the club to reject the new deal. Manchester United past and present footballers Eric Cantona and Ole Gunnar Solskjaer, and club manager Sir Alex Ferguson, have lent their backing to the supporters' group, Shareholders United. They have all spoken out against the bid.  A spokesman for the supporters club said: ""I can't see any difference (compared to Mr Glazer's previous proposals) other than £200m less debt. ""He isn't bringing any money into the club; he'll use our money to buy it.""  Mr Glazer's latest move is being led by Mr Glazer's two sons, Avi and Joel, according to the Financial Times. A proposal was received by David Gill, United's chief executive, at the end of last week, pitched at about 300p a share. David Cummings, head of UK equities for Standard Life Investments, said he believed a ""well funded"" 300p a share bid would be enough for Mr Glazer to take control of the club. ""I do not think there is anything that Manchester United fans can do about it,"" he told the BBC. ""They can complain about it but it is curtains for them. They may not want him but they are going to get him."" The US tycoon, who has been wooing the club for the last 12 months, has approached the United board with ""detailed proposals"", it has confirmed.  Mr Glazer, who owns the Tampa Bay Buccaneers team, hopes this will lead to a formal bid being accepted. He is believed to have increased the amount of equity in the new proposal, though it is not clear by how much. For his proposal to succeed, he needs the support of United's largest shareholders, the Irish horseracing tycoons JP McManus and John Magnier. They own 29% of United through their Cubic Expression investment vehicle. Mr Glazer and his family hold a stake of 28.1%. But it is not yet known whether Mr McManus and Mr Magnier would support a Glazer bid. NM Rothschild, the investment bank, is advising Mr Glazer, according to the Financial Times. His previous adviser, JPMorgan, quit last year when Mr Glazer went ahead and voted against the appointment of three United directors to the board, against its advice. But the FT said it thought JP Morgan may still have had some role in financing Mr Glazer's latest financial proposal. ",share manchester united noon monday following new offer malcolm glazer board man utd expected meet early week discus latest proposal tycoon value club manchester united revealed sunday received detailed proposal glazer senior source club told bbc time different board obliged consider deal man utd supporter club urged club reject new deal manchester united past present footballer eric cantona ole gunnar solskjaer club manager sir alex ferguson lent backing supporter group shareholder united spoken bid spokesman supporter club said see difference compared glazer previous proposal le debt bringing money club use money buy glazer latest move led glazer two son avi joel according financial time proposal received david gill united chief executive end last week pitched share david cummings head equity standard life investment said believed well funded share bid would enough glazer take control club think anything manchester united fan told bbc complain curtain may want going get tycoon wooing club last month approached united board detailed proposal confirmed glazer owns tampa bay buccaneer team hope lead formal bid accepted believed increased amount equity new proposal though clear much proposal succeed need support united largest shareholder irish horseracing tycoon mcmanus john magnier united cubic expression investment vehicle glazer family hold stake yet known whether mcmanus magnier would support glazer bid rothschild investment bank advising glazer according financial time previous adviser jpmorgan quit last year glazer went ahead voted appointment three united director board advice said thought morgan may still role financing glazer latest financial proposal
209,business," The price of gold has fallen after the International Monetary Fund (IMF) said it will look at ways of using its gold reserves to provide debt relief.  By revaluing its holdings, the IMF may be able to sell billions of dollars of gold and use the cash to cancel debts owed by the world's poorest nations. The plan was put forward by G7 finance ministers over the weekend. The price of gold fell to $413.50 an ounce in Asia, before rebounding slightly in early European trading.  IMF boss Rodrigo Rato was asked by G7 ministers to carry out a study into the feasibility of revaluing and selling gold reserves.  He is expected to present his conclusions at an IMF meeting in Washington during April. ""Whatever happens the market is going to be disconcerted and on the back foot until the April IMF meetings,"" said John Reade, an analyst at UBS. The IMF values its gold reserves at between $40 and $50 an ounce, a price that was fixed in the 1970s and is about a tenth of the metal's current market value. The IMF has 3,217 tonnes of gold, or about 113.5m ounces. Bringing the book price of the gold in line with market value would boost the IMF's balance sheet, giving it more money to distribute.  This idea has been put forward before, but there now seems to be a more committed political drive to address the issue of global poverty. ""This is the first time there has been a mention of the use of gold in a G7 communiqu&#233; for achieving debt relief,"" said UK Chancellor of the Exchequer Gordon Brown. At their meeting in London, G7 finance ministers backed plans to write off up to 100% of the debts owed by some of the world's poorest countries. Mr Brown said the meeting would be remembered as ""the 100% debt relief summit"". While debt relief seems to have jumped to the top of the global agenda, not everyone is convinced that selling IMF gold is the best way forward. The US, which can veto any plan to sell IMF gold should it so choose, said it is looking at other ways of solving the problem. ""The US is not convinced that's the necessary way to do it,"" said Treasury Under Secretary John Taylor. Canada, a key gold producer, also expressed reservations. ",price gold fallen international monetary fund imf said look way using gold reserve provide debt relief revaluing holding imf may able sell billion dollar gold use cash cancel debt owed world poorest nation plan put forward finance minister weekend price gold fell ounce asia rebounding slightly early european trading imf bos rodrigo rato asked minister carry study feasibility revaluing selling gold reserve expected present conclusion imf meeting washington april whatever happens market going disconcerted back foot april imf meeting said john reade analyst ubs imf value gold reserve ounce price fixed tenth metal current market value imf tonne gold ounce bringing book price gold line market value would boost imf balance sheet giving money distribute idea put forward seems committed political drive address issue global poverty first time mention use gold communiqu achieving debt relief said chancellor exchequer gordon brown meeting london finance minister backed plan write debt owed world poorest country brown said meeting would remembered debt relief summit debt relief seems jumped top global agenda everyone convinced selling imf gold best way forward veto plan sell imf gold choose said looking way solving problem convinced necessary way said treasury secretary john taylor canada key gold producer also expressed reservation
210,business," Consumer electronics giants Hitachi and Matshushita Electric are joining forces to share and develop technology for flat screen televisions.  The tie-up comes as the world's top producers are having to contend with falling prices and intense competition. The two Japanese companies will collaborate in research & development, production, marketing and licensing. They said the agreement would enable the two companies to expand the plasma display TV market globally.  Plasma display panels are used for large, thin TVs which are replacing old-style televisions. The display market for high-definition televisions is split between models using plasma display panels and others - manufactured by the likes of Sony and Samsung - using liquid-crystal displays (LCDs). The deal will enable Hitachi and Matsushita, which makes Panasonic brand products, to develop new technology and improve their competitiveness. Hitachi recently announced a deal to buy plasma display technology from rival Fujitsu in an effort to strengthen its presence in the market.  Separately, Fujitsu announced on Monday that it is quitting the LCD panel market by transferring its operations in the area to Japanese manufacturer Sharp. Sharp will inherit staff, manufacturing facilities and intellectual property from Fujitsu. The plasma panel market has seen rapid consolidation in recent months as the price of consumer electronic goods and components has fallen. Samsung Electronics and Sony are among other companies working together to reduce costs and speed up new product development. ",consumer electronics giant hitachi matshushita electric joining force share develop technology flat screen television tie come world top producer contend falling price intense competition two japanese company collaborate research development production marketing licensing said agreement would enable two company expand plasma display market globally plasma display panel used large thin tv replacing old style television display market high definition television split model using plasma display panel others manufactured like sony samsung using liquid crystal display lcd deal enable hitachi matsushita make panasonic brand product develop new technology improve competitiveness hitachi recently announced deal buy plasma display technology rival fujitsu effort strengthen presence market separately fujitsu announced monday quitting lcd panel market transferring operation area japanese manufacturer sharp sharp inherit staff manufacturing facility intellectual property fujitsu plasma panel market seen rapid consolidation recent month price consumer electronic good component fallen samsung electronics sony among company working together reduce cost speed new product development
211,business," MG Rover's proposed tie-up with China's top carmaker has been delayed due to concerns by Chinese regulators, according to the Financial Times.  The paper said Chinese officials had been irritated by Rover's disclosure of its talks with Shanghai Automotive Industry Corp in October. The proposed deal was seen as crucial to safeguarding the future of Rover's Longbridge plant in the West Midlands. However, there are growing fears that the deal could result in job losses. The Observer reported on Sunday that nearly half the workforce at Longbridge could be under threat if the deal goes ahead.  Shanghai Automotive's proposed £1bn investment in Rover is awaiting approval by its owner, the Shanghai city government and by the National Development and Reform Commission, which oversees foreign investment by Chinese firms. According to the FT, the regulator has been annoyed by Rover's decision to talk publicly about the deal and the intense speculation which has ensued about what it will mean for Rover's future. As a result, hopes that approval of the deal may be fast-tracked have disappeared, the paper said. There has been continued speculation about the viability of Rover's Longbridge plant because of falling sales and unfashionable models.  According to the Observer, 3,000 jobs - out of a total workforce of 6,500 - could be lost if the deal goes ahead. The paper said that Chinese officials believe cutbacks will be required to keep the MG Rover's costs in line with revenues. It also said that the production of new models through the joint venture would take at least eighteen months. Neither Rover nor Shanghai Automotive commented on the reports. ",rover proposed tie china top carmaker delayed due concern chinese regulator according financial time paper said chinese official irritated rover disclosure talk shanghai automotive industry corp october proposed deal seen crucial safeguarding future rover longbridge plant west midland however growing fear deal could result job loss observer reported sunday nearly half workforce longbridge could threat deal go ahead shanghai automotive proposed investment rover awaiting approval owner shanghai city government national development reform commission oversees foreign investment chinese firm according regulator annoyed rover decision talk publicly deal intense speculation ensued mean rover future result hope approval deal may fast tracked disappeared paper said continued speculation viability rover longbridge plant falling sale unfashionable model according observer job total workforce could lost deal go ahead paper said chinese official believe cutback required keep rover cost line revenue also said production new model joint venture would take least eighteen month neither rover shanghai automotive commented report
212,business," US Federal Reserve chairman Alan Greenspan has given a speech at a Scottish church in honour of the pioneering economist, Adam Smith.  He delivered the 14th Adam Smith Lecture in Kirkcaldy, Fife. The Adam Smith Lecture celebrates the author of 1776's Wealth of Nations, which became a bible of capitalism. Dr Greenspan was invited by Chancellor Gordon Brown, whose minister father John used to preach at the St Bryce Kirk church. Mr Brown introduced Dr Greenspan to the 400 invited guests as the ""the world's greatest economist"". Dr Greenspan, 79, who has been in the UK to attend the G7 meeting in London, said the world could never repay the debt of gratitude it owed to Smith, whose genius he compared to that of Mozart.  He said the philosopher was a ""towering contributor to the modern world"". ""Kirkcaldy, the birthplace in 1723 of Adam Smith and, by extension, of modern economics, is also of course, where your chancellor was reared. ""I am led to ponder to what extent the chancellor's renowned economic and financial skills are the result of exposure to the subliminal intellect-enhancing emanation in this area."" He continued: ""Smith reached far beyond the insights of his predecessors to frame a global view of how market economics, just then emerging, worked. ""In so doing he supported changes in societal organisation that were to measurably enhance standards of living.""  Dr Greenspan said Smith's revolutionary philosophy on human self-interest, laissez-faire economics and competition had been a force for good in the world. ""The incredible insights of a handful of intellectuals of the Enlightenment - especially with Smith toiling in the environs of Kirkcaldy - created the modern vision of people free to choose and to act according to their individual self-interest,"" he said. Following his lecture, Dr Greenspan - who received an honorary knighthood from the Queen at Balmoral in 2002 - was awarded an honorary fellowship of the Royal Society of Edinburgh. He later opened an exhibition dedicated to Smith in the atrium of Fife College of Further and Higher Education. Joyce Johnston, principal of the college, said: ""It is very fitting that the world's premier economist delivered this lecture in tribute to the world's first economist."" Dr Greenspan - who became chairman of the Federal Reserve for an unprecedented fifth term in June 2004 - will step down in January next year. He has served under Presidents George W Bush, Bill Clinton, George Bush, and Ronald Reagan. He was also chairman of the council of economic advisors to Gerald Ford. ",federal reserve chairman alan greenspan given speech scottish church honour pioneering economist adam smith delivered adam smith lecture kirkcaldy fife adam smith lecture celebrates author wealth nation became bible capitalism greenspan invited chancellor gordon brown whose minister father john used preach bryce kirk church brown introduced greenspan invited guest world greatest economist greenspan attend meeting london said world could never repay debt gratitude owed smith whose genius compared mozart said philosopher towering contributor modern world kirkcaldy birthplace adam smith extension modern economics also course chancellor reared led ponder extent chancellor renowned economic financial skill result exposure subliminal intellect enhancing emanation area continued smith reached far beyond insight predecessor frame global view market economics emerging worked supported change societal organisation measurably enhance standard living greenspan said smith revolutionary philosophy human self interest laissez faire economics competition force good world incredible insight handful intellectual enlightenment especially smith toiling environs kirkcaldy created modern vision people free choose act according individual self interest said following lecture greenspan received honorary knighthood queen balmoral awarded honorary fellowship royal society edinburgh later opened exhibition dedicated smith atrium fife college higher education joyce johnston principal college said fitting world premier economist delivered lecture tribute world first economist greenspan became chairman federal reserve unprecedented fifth term june step january next year served president george bush bill clinton george bush ronald reagan also chairman council economic advisor gerald ford
213,business," UK businesses are set to prosper during the next few months - but this could trigger more interest rate rises, according to a report.  Optimism is at its highest since 1997 and business will reap the benefits of a continuing rise in public spending, say researchers at BDO Stoy Hayward. The Bank of England is expected to keep rates on hold this week - but they could go up later in the year. Rates are likely to rise after the anticipated general election in May. The BDO optimism index - a leading indicator of GDP growth two quarters ahead edged up in January to 102.5, from 102.2 in October. The rise is due, in part, to an increase in public spending and increased merger and acquisition activity.  The only thing blighting business optimism this year will be uncertainties associated with the general election, BDO said. Its BDO's output index - which predicts GDP movements a quarter in advance - remained at 100.8 for January, implying GDP growth at 2.9% in the second quarter of 2005. However, the output index is being held back by recent interest rate rises, sterling's strength against the dollar and high oil prices, the group noted. Its inflation index, which has risen continuously over the last 8 months, climbed to 110.0 in January from 108.0 in October last year. ""The UK is looking strong going into the general election, but businesses need to prepare themselves for a jolt ahead as the Bank of England reacts to growth and inflationary pressures,"" said Peter Hemington, partner at BDO Stoy Hayward. ""Growth will probably slow by the end of 2005 and it is likely that we will see higher interest rates or a sharp drop in demand for products and services."" ",business set prosper next month could trigger interest rate rise according report optimism highest since business reap benefit continuing rise public spending say researcher bdo stoy hayward bank england expected keep rate hold week could later year rate likely rise anticipated general election may bdo optimism index leading indicator gdp growth two quarter ahead edged january october rise due part increase public spending increased merger acquisition activity thing blighting business optimism year uncertainty associated general election bdo said bdo output index predicts gdp movement quarter advance remained january implying gdp growth second quarter however output index held back recent interest rate rise sterling strength dollar high oil price group noted inflation index risen continuously last month climbed january october last year looking strong going general election business need prepare jolt ahead bank england reacts growth inflationary pressure said peter hemington partner bdo stoy hayward growth probably slow end likely see higher interest rate sharp drop demand product service
214,business," The US stock market watchdog's chairman has said he is willing to soften tough new US corporate governance rules to ease the burden on foreign firms.  In a speech at the London School of Economics, William Donaldson promised ""several initiatives"". European firms have protested that US laws introduced after the Enron scandal make Wall Street listings too costly. The US regulator said foreign firms may get extra time to comply with a key clause in the Sarbanes-Oxley Act.  The Act comes into force in mid-2005. It obliges all firms with US stock market listings to make declarations, which, critics say, will add substantially to the cost of preparing their annual accounts.  Firms that break the new law could face huge fines, while senior executives risk jail terms of up to 20 years. Mr Donaldson said that although the Act does not provide exemptions for foreign firms, the Securities and Exchange Commission (SEC) would ""continue to be sensitive to the need to accomodate foreign structures and requirements"". There are few, if any, who disagree with the intentions of the Act, which obliges chief executives to sign a statement taking responsibility for the accuracy of the accounts. But European firms with secondary listings in New York have objected - arguing that the compliance costs outweigh the benefits of a dual listing. The Act also applies to firms with more than 300 US shareholders, a situation many firms without US listings could find themselves in.  The 300-shareholder threshold has drawn anger as it effectively blocks the most obvious remedy, a delisting. Mr Donaldson said the SEC would ""consider whether there should be a new approach to the deregistration process"" for foreign firms unwilling to meet US requirements.  ""We should seek a solution that will preserve investor protections"" without turning the US market into ""one with no exit"", he said. He revealed that his staff were already weighing up the merits of delaying the implementation of the Act's least popular measure - Section 404 - for foreign firms. Seen as particularly costly to implement, Section 404 obliges chief executives to take responsibility for the firm's internal controls by signing a compliance statement in the annual accounts. The SEC has already delayed implementation of this clause for smaller firms - including US ones - with market capitalisations below $700m (£374m).  A delegation of European firms visited the SEC in December to press for change, the Financial Times reported.  It was led by Digby Jones, director general of the UK's Confederation of British Industry (CBI) and included representatives of BASF, Siemens and Cadbury Schweppes. Compliance costs are already believed to be making firms wary of US listings. Air China picked the London Stock Exchange for its secondary listing in its $1.07bn (£558m) stock market debut last month. There are also rumours that two Chinese state-run banks - China Construction Bank and Bank of China - have abandoned plans for multi-billion dollar listings in New York later this year. Instead, the cost of Sarbanes-Oxley has persuaded them to stick to a single listing in Hong Kong, according to press reports in China. ",stock market watchdog chairman said willing soften tough new corporate governance rule ease burden foreign firm speech london school economics william donaldson promised several initiative european firm protested law introduced enron scandal make wall street listing costly regulator said foreign firm may get extra time comply key clause sarbanes oxley act act come force mid obliges firm stock market listing make declaration critic say add substantially cost preparing annual account firm break new law could face huge fine senior executive risk jail term year donaldson said although act provide exemption foreign firm security exchange commission sec would continue sensitive need accomodate foreign structure requirement disagree intention act obliges chief executive sign statement taking responsibility accuracy account european firm secondary listing new york objected arguing compliance cost outweigh benefit dual listing act also applies firm shareholder situation many firm without listing could find shareholder threshold drawn anger effectively block obvious remedy delisting donaldson said sec would consider whether new approach deregistration process foreign firm unwilling meet requirement seek solution preserve investor protection without turning market one exit said revealed staff already weighing merit delaying implementation act least popular measure section foreign firm seen particularly costly implement section obliges chief executive take responsibility firm internal control signing compliance statement annual account sec already delayed implementation clause smaller firm including one market capitalisation delegation european firm visited sec december press change financial time reported led digby jones director general confederation british industry cbi included representative basf siemens cadbury schweppes compliance cost already believed making firm wary listing air china picked london stock exchange secondary listing stock market debut last month also rumour two chinese state run bank china construction bank bank china abandoned plan multi billion dollar listing new york later year instead cost sarbanes oxley persuaded stick single listing hong kong according press report china
215,business," Nissan has named a lifetime employee to run its operations after Carlos Ghosn, its highly successful boss, takes charge at Renault.  As chief operating officer, Toshiyuki Shiga will run Nissan on a daily basis, although Mr Ghosn, who masterminded its recovery, will remain chief executive. Mr Ghosn is to become chairman and chief executive of Renault, which owns 44% of the Japanese carmaker, in April. Mr Ghosn transformed Nissan into a fast-growing and profitable business.  Mr Shiga will nominally serve as Mr Ghosn's deputy. However, he will be Nissan's most senior Japan-based executive and will be in charge of the firm's global sales and marketing.  He is currently in charge of Nissan's operations across Asia and Australasia and is credited with significantly improving its sales in China. He will inherit a strong legacy from Mr Ghosn, who has overseen a dramatic turnaround in Nissan's fortunes in the past five years. Dubbed 'le cost killer' for pushing through huge cost cuts in previous jobs, Mr Ghosn reduced Nissan's overheads by 20% and trimmed its workforce by about 200,000 after taking charge in 1999. These actions helped Nissan turn a 684bn yen ($6.4bn) loss in 2000 into a 331bn yen ($2.7bn) profit the following year. During his tenure, Nissan has increased its market share and made significant strides in key export markets. Nissan aims to increase vehicle sales to more than four million by 2008, launching 28 new models in the process.  In his new job as Renault chief executive, Mr Ghosn will devote 40% of his time to Renault, 40% to Nissan and the rest to the group's activities in North America and other key markets.  Mr Ghosn said Mr Shiga's appointment would ensure a ""seamless"" transition in management. ""I need a leadership team capable of accelerating the performance and delivery of results that has characterized Nissan over the past six years,"" Mr Ghosn said. ""I have full confidence in Toshiyuki Shiga and the new leadership team to help me implement the next chapter of Nissan's growth."" Nissan also announced a number of other management appointments with promotions for several younger executives. ",nissan named lifetime employee run operation carlos ghosn highly successful bos take charge renault chief operating officer toshiyuki shiga run nissan daily basis although ghosn masterminded recovery remain chief executive ghosn become chairman chief executive renault owns japanese carmaker april ghosn transformed nissan fast growing profitable business shiga nominally serve ghosn deputy however nissan senior japan based executive charge firm global sale marketing currently charge nissan operation across asia australasia credited significantly improving sale china inherit strong legacy ghosn overseen dramatic turnaround nissan fortune past five year dubbed cost killer pushing huge cost cut previous job ghosn reduced nissan overhead trimmed workforce taking charge action helped nissan turn yen loss yen profit following year tenure nissan increased market share made significant stride key export market nissan aim increase vehicle sale four million launching new model process new job renault chief executive ghosn devote time renault nissan rest group activity north america key market ghosn said shiga appointment would ensure seamless transition management need leadership team capable accelerating performance delivery result characterized nissan past six year ghosn said full confidence toshiyuki shiga new leadership team help implement next chapter nissan growth nissan also announced number management appointment promotion several younger executive
