,docs,target,docs_clean,target_name,projected_topic
736,"In <19930419.060948.343@almaden.ibm.com> petrack@vnet.IBM.COM writes:

>Some kind soul told me that I could change the serial port buffer size
>of Zterm via ResEdit. He did not tell me HOW I could change it using
>ResEdit, and I have lost his e-mail address.

>Could he or any one else please tell me what to do?

>I assume that the relevant resource is zSet, but I do not know, and
[chop]

Could you please post it to the net too please, as I, and I'm sure many others
would like to know.  Thanks!
Kev.
",4,almaden ibm com petrack vnet ibm com writes kind soul told could change serial port buffer size zterm via resedit tell could change using resedit lost mail address could one else please tell assume relevant resource zset know chop could please post net please sure many others would like know thanks kev,comp.sys.mac.hardware,classifieds
737,"In article <spork.735077099@camelot> spork@camelot.bradley.edu (Richard Izzo) writes:
        B.S. about darkness deleted.
>	Oh, lighten up.  What depresses me is that they might actually 
>finish last, which I believe hasn't happened since their second season in 
>1970.
	nope The Royals are the only team in the majors that have not
     finished in last place.    ^^^^    Of course this doesn't include 
     the marlins and the rockies but they have a good chance at 
     finishing last also.
>rich.


",9,article spork camelot spork camelot bradley edu richard izzo writes darkness deleted lighten depresses might actually finish last believe happened since second season nope royal team major finished last place course include marlin rockies good chance finishing last also rich,rec.sport.baseball,sports
738,"In article <BHATT.93Apr12161425@wesley.src.honeywell.com> bhatt@src.honeywell.com writes:
>I thought I will explore the net wisdom with the following questions:
>
>  Is there any better way to control the pain than what the surgeon suggested?
>  How long will such pain last?  Will the pain recur in the future?
>
No one can answer that.  If she gets reflex sympathetic dystrophy,
it could last forever.  Just hope she does not.  Most don't.

>  Do damaged (partially cut) tendons heal completely and is all of the finger
>  strength regained?  How long does it take for the complete healing process?
>

Sometimes they do and sometimes they don't.  You just have to do the
best job you can reattaching and hope.  You should know in a few
months.






-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",13,article bhatt apr wesley src honeywell com bhatt src honeywell com writes thought explore net wisdom following question better way control pain surgeon suggested long pain last pain recur future one answer get reflex sympathetic dystrophy could last forever hope damaged partially cut tendon heal completely finger strength regained long take complete healing process sometimes sometimes best job reattaching hope know month gordon bank jxp skepticism chastity intellect geb cadre dsl pitt edu shameful surrender soon,sci.med,politics
739,"In article <Apr.14.03.07.58.1993.5438@athos.rutgers.edu>,
mayne@ds3.scri.fsu.edu (Bill Mayne) wrote:

> 
> The last sentence is ironic, since so many readers of
> soc.religion.christian seem to not be embarrassed by apologists such as
> Josh McDowell and C.S. Lewis. The above also expresses a rather odd sense
> of history. What makes you think the masses in Aquinas' day, who were
> mostly illiterate, knew any more about rhetoric and logic than most people
> today? If writings from the period seem elevated consider that only the
> cream of the crop, so to speak, could read and write. If everyone in
> the medieval period ""knew the rules"" it was a matter of uncritically
> accepting what they were told.
> 
> Bill Mayne
> 
> [This may be unfair to Lewis.  The most prominent fallacy attributed
> to him is the ""liar, lunatic, and lord"".  As quoted by many
> Christians, this is a logical fallacy.  In its original context, it
> was not.  --clh]


Exactly. 

C. S. Lewis has taken a couple of pretty severe hits in this group lately.
First somebody was accusing him of being self-righteous and unconvincing.
Now we are told that we Christians should be embarrassed by him. (As well
as by Josh McDowell, about whom I have no comment, having never read his
work.)

Anyone who thinks that C. S. Lewis was self-righteous ought to read his
introduction to The Problem of Pain, which is his theodicy. In it, he
explains that he wanted to publish the book anonymously. Why? Although he
believed in the argument he was presenting, he did not want to seem to
presume to tell others how brave they should be in the face of their own
suffering. He did not want people to think that he was presenting himself
as some kind of model of fortitude, or that he was anything other than what
he considered himself to be -- ""a great coward."" 

OFM has adequately handled the question of whether we ought to be
embarrassed by Lewis' liar/lunatic/lord argument (which, by the way, is
part of a *much* bigger discourse.) I would just like to add that, far from
being embarrassed by Lewis, I am in a state of continual amazement at the
soundness and clarity of the arguments he presents. 

- Phil -",15,article apr athos rutgers edu mayne scri fsu edu bill mayne wrote last sentence ironic since many reader soc religion christian seem embarrassed apologist josh mcdowell lewis also express rather odd sense history make think mass aquinas day mostly illiterate knew rhetoric logic people today writing period seem elevated consider cream crop speak could read write everyone medieval period knew rule matter uncritically accepting told bill mayne may unfair lewis prominent fallacy attributed liar lunatic lord quoted many christian logical fallacy original context clh exactly lewis taken couple pretty severe hit group lately first somebody accusing self righteous unconvincing told christian embarrassed well josh mcdowell comment never read work anyone think lewis self righteous ought read introduction problem pain theodicy explains wanted publish book anonymously although believed argument presenting want seem presume tell others brave face suffering want people think presenting kind model fortitude anything considered great coward ofm adequately handled question whether ought embarrassed lewis liar lunatic lord argument way part much bigger discourse would like add far embarrassed lewis state continual amazement soundness clarity argument present phil,soc.religion.christian,politics
740,"I am very interested in investigations of starvation for improving health.
I am the young Russian reseacher  and have highest medical education
 and expierence in reseach work in biological field and would like
 to work on this problem.
Can anybody send me the adresses of the hospitals or Medical Centers where  
scientific problems of human starvation for the health are investigated?  
Also I would like to set scientific contacts with colleagues who
deals with investigations in this field.
I would be very appreciated anyone reply me. 

Pls, contact by post: 142292, Russia, 
                        Moscow Region,
                        Puschino,
                        P.O. box 46, 
                        for Kravchenko N.      ;

       or by e-mail: kutuzova@venus.iteb.serpukhov.su",13,interested investigation starvation improving health young russian reseacher highest medical education expierence reseach work biological field would like work problem anybody send adresses hospital medical center scientific problem human starvation health investigated also would like set scientific contact colleague deal investigation field would appreciated anyone reply pls contact post russia moscow region puschino box kravchenko mail kutuzova venus iteb serpukhov,sci.med,politics
741,"I need some help with a multi port serial board of unknown origin.  I'm
hoping someone knows what this board is, or, even better, what the various
switches and jumbers are used for.

Anyway, here's  description of the card:  It is a 16-bit card, although
I noticed that none of the contacts in the 16-bit extension are connected
to anything.  It has 4 NS16550AN chips in sockets, and 4 corresponding
connecters labeled COM1 - COM4.  There is also an external female connector
with 37 pins.  There are 8 banks of 8 switches, 2 banks of 4 switches, and
7 jumpers.  I believe that I have determined, by following traces, that
SW5 and SW6 (12 switches in all) control the interrupt level for each of
the COM ports.  SW5[1-4] are for IRQ3, SW5[5-8] are for IRQ4, and SW6[1-4]
are for IRQ5.  The other switches are beyond my meager ability to follow.
	     
The only identification printed on the board is ""MULTI SERIAL PORT BOARD""
across the bottom.  There is a box for serial number, but it is blank.
Immediately below the words ""SERIAL NO"", but not in the box left for
the S/N, are the numbers ""1990 2 8"".

Anyone have any clues?  Your help is greatly appreciated.
",3,need help multi port serial board unknown origin hoping someone know board even better various switch jumbers used anyway description card bit card although noticed none contact bit extension connected anything chip socket corresponding connecter labeled com com also external female connector pin bank switch bank switch jumper believe determined following trace switch control interrupt level com port irq irq irq switch beyond meager ability follow identification printed board multi serial port board across bottom box serial number blank immediately word serial box left number anyone clue help greatly appreciated,comp.sys.ibm.pc.hardware,computers
742,"I am making a search for a CAD program that does a decent job
of making schematic drawings.  The program needs to be in
MS-DOS, Windows if possible.

What I want the CAD program to do is to draw diagrams by
dragging elements onto the screen, and in this the elements
needed are as diverse as vacuum tubes to ICs (case with pins).
It also needs to have provision for adding legends to the
components as well as their values.  In other words I want to
produce quality drawings.  Printout would be to either 24 pin
dot-matrix and/or Laser Printer.

If you know of such a CAD program that is of reasonable cost,
please respond.

Fred W. Culpepper
OLD DOMINION UNIVERSITY (Retired)
fculpepp@norfolk.vak12ed.edu",12,making search cad program decent job making schematic drawing program need do window possible want cad program draw diagram dragging element onto screen element needed diverse vacuum tube ic case pin also need provision adding legend component well value word want produce quality drawing printout would either pin dot matrix laser printer know cad program reasonable cost please respond fred culpepper old dominion university retired fculpepp norfolk vak edu,sci.electronics,computers
743,"Reply-to: apoylis@inode.com

Is there a FAQ on Cyrix 486DLC? If I missed it, could anyone please repost
or email it to me? Thanks in advance.

... Alexander Poylisher, Internet: apoylis@inode.com; FidoNet: 1:2603/106",3,reply apoylis inode com faq cyrix dlc missed could anyone please repost email thanks advance alexander poylisher internet apoylis inode com fidonet,comp.sys.ibm.pc.hardware,classifieds
744,"Frank Hielscher (hielsche@aragorn.CSEE.Lehigh.Edu) wrote:
: The PADS*.ZIP files contain subdirectories, and have to be unzipped
: via ""pkunzip -d"". Then an xcopy /s to three floppies creates the disks
: needed to do the install.

I'm still not sure how this is supposed to work, since the .ZIP files
took up about 2.5Mb, so it must be a tight squeeze on those floppies...

However, I managed to install PADS and I'm pretty impressed.  I created
a couple of schematics without problem, but whenever I try to 
create a PCB layout from one of *my* circuits (rather than the demos)
it doesn't work.  I'm wondering if maybe a file isn't where it should
be...

Can anyone who has a printed manual comment on whether the registration
fee is worth paying?


Chris

",12,frank hielscher hielsche aragorn csee lehigh edu wrote pad zip file contain subdirectory unzipped via pkunzip xcopy three floppy creates disk needed install still sure supposed work since zip file took must tight squeeze floppy however managed install pad pretty impressed created couple schematic without problem whenever try create pcb layout one circuit rather demo work wondering maybe file anyone printed manual comment whether registration fee worth paying chris,sci.electronics,computers
745,"dhancock@teosinte.agron.missouri.edu (Denis Hancock) writes:
   > [A very nice article on the DSS, which I thought answered
   >  David Cruz-Uribe's original queries quite well]

   Here are some books I have read recently that helped me not only
   prepare for a 5 week series I taught in Sunday School, but greatly
   increased my knowledge of the Qumran scrolls. [...]

One other recent book I would heartily recommend is Joseph Fitzmyer's
_Response to 101 Questions about the Dead Sea Scrolls_ (Paulist,
1992).

Fitzmyer is one of the preeminent modern NT scholars.  He was also one
of the early workers on the DSS.  His book is written in a
straightforward Q&A that allows it to serve as a source for a great
wealth of clearly presented basic, up-to-the-moment information about
the DSS.

(This book is something of a companion volume to Raymond Brown's
_Response to 101 Questions about the Dead Sea Scrolls_.)

Nichael",15,dhancock teosinte agron missouri edu denis hancock writes nice article ds thought answered david cruz uribe original query quite well book read recently helped prepare week series taught sunday school greatly increased knowledge qumran scroll one recent book would heartily recommend joseph fitzmyer response question dead sea scroll paulist fitzmyer one preeminent modern scholar also one early worker ds book written straightforward allows serve source great wealth clearly presented basic moment information ds book something companion volume raymond brown response question dead sea scroll nichael,soc.religion.christian,classifieds
746,"I would like to know about the current fax software available for
Windows.  Does it take a 9600 baud fax/modem or 14.4K ?  Please
respond with info.

Thank you very much",2,would like know current fax software available window take baud fax modem please respond info thank much,comp.os.ms-windows.misc,computers
747,"Another issue of importance.  Was the crucification the will of God or
a tragic mistake.  I believe it was a tragic mistake.  God's will can
never be accomplished through the disbelief of man.  Jesus came to
this world to build the kingdom of heaven on the earth.  He
desperately wanted the Jewish people to accept him as the Messiah.  If
the crucification was the will of God how could Jesus pray that this
cup pass from him.  Was this out of weakness.  NEVER.  Many men and
women have given their lives for their country or other noble causes.
Is Jesus less than these.  No he is not.  He knew the crucification
was NOT the will of GOD.  God's will was that the Jewish people accept
Jesus as the Messiah and that the kingdom of Heaven be established on
the earth with Jesus as it's head. (Just like the Jewish people
expected). If this had happened 2000 years ago can you imagine what
kind of world we would live in today.  It would be a very different
world.  And that is eactly what GOD wanted.  Men and women of that age
could have been saved by following the living Messiah while he was on
the earth.  Jesus could have established a sinless lineage that would
have continued his reign after his ascension to the spiritual world to
live with GOD.  Now the kingdom of heaven on the earth will have to
wait for Christ's return.  But when he returns will he be recognized
and will he find faith on this earth.  Isn't it about time for his
return.  It's been almost 2000 years.

Mike


In article 28885@athos.rutgers.edu, oser@fermi.wustl.edu (Scott Oser) writes:
In article <Apr.10.05.33.59.1993.14428@athos.rutgers.edu> mcovingt@aisun3.ai.uga.edu (Michael Covington) writes:
>The two historic facts that I think the most important are these:
>
>(1) If Jesus didn't rise from the dead, then he must have done something
>else equally impressive, in order to create the observed amount of impact.
>
>(2) Nobody ever displayed the dead body of Jesus, even though both the
>Jewish and the Roman authorities would have gained a lot by doing so
>(it would have discredited the Christians).

And the two simplest refutations are these:

(1)  What impact?  The only record of impact comes from the New Testament.
I have no guarantee that its books are in the least accurate, and that
the recorded ""impact"" actually happened.  I find it interesting that no other
contemporary source records an eclipse, an earthquake, a temple curtain
being torn, etc.  The earliest written claim we have of Jesus' resurrection
is from the Pauline epistles, none of which were written sooner than 20 years
after the supposed event.

(2)  It seems probable that no one displayed the body of Jesus because no
one knew where it was.  I personally believe that the most likely
explanation was that the body was stolen (by disciples, or by graverobbers).
Don't bother with the point about the guards ... it only appears in one
gospel, and seems like exactly the sort of thing early Christians might make
up in order to counter the grave-robbing charge.  The New Testament does
record that Jews believed the body had been stolen.  If there were really
guards, they could not have effectively made this claim, as they did.",15,another issue importance crucification god tragic mistake believe tragic mistake god never accomplished disbelief man jesus came world build kingdom heaven earth desperately wanted jewish people accept messiah crucification god could jesus pray cup pas weakness never many men woman given life country noble cause jesus le knew crucification god god jewish people accept jesus messiah kingdom heaven established earth jesus head like jewish people expected happened year ago imagine kind world would live today would different world eactly god wanted men woman age could saved following living messiah earth jesus could established sinless lineage would continued reign ascension spiritual world live god kingdom heaven earth wait christ return return recognized find faith earth time return almost year mike article athos rutgers edu oser fermi wustl edu scott oser writes article apr athos rutgers edu mcovingt aisun uga edu michael covington writes two historic fact think important jesus rise dead must done something else equally impressive order create observed amount impact nobody ever displayed dead body jesus even though jewish roman authority would gained lot would discredited christian two simplest refutation impact record impact come new testament guarantee book least accurate recorded impact actually happened find interesting contemporary source record eclipse earthquake temple curtain torn etc earliest written claim jesus resurrection pauline epistle none written sooner year supposed event seems probable one displayed body jesus one knew personally believe likely explanation body stolen disciple graverobber bother point guard appears one gospel seems like exactly sort thing early christian might make order counter grave robbing charge new testament record jew believed body stolen really guard could effectively made claim,soc.religion.christian,religion
748,"In article <rauser.734062608@sfu.ca> rauser@fraser.sfu.ca (Richard John Rauser) writes:
>   Ten years ago, the number of Europeans in the NHL was roughly a quarter
>of what it is now. Going into the 1992/93 season, the numbers of Euros on
>NHL teams have escalated to the following stats:
>
>Canadians: 400
>Americans: 100
>Europeans: 100
>
>   Please note that these numbers are rounded off, and taken from the top
>25 players on each of the 24 teams. My source is the Vancouver Sun.
>
>   Here's the point: there are far too many Europeans in the NHL. I am sick
>of watching a game between an American and a Canadian team (let's say, the
>Red Wings and the Canucks) and seeing names like ""Bure"" ""Konstantinov"" and
>""Borshevshky"". Is this North America or isn't it? Toronto, Detriot, Quebec,
>and Edmonton are particularly annoying, but the numbers of Euros on other
>teams is getting worse as well. 
>

From where I come from in Canada, Borshevsky sounds more Canadian than
Smith! -)

Anyways, crawl back into the hole you crawled out of...the NBA doesn't
care where they get basketball players from, major league baseball
doesn't give a damn where they get baseball players from (except Cuba,
that is).

Canada is in no imminent danger of being overtaken as the primary 
supplier of players...Sweden, Finland, the Czech Republic, and Slovakia
are all relatively small countries, and cannot really produce players
at a greater rate than they are already producing them, and the
potential influx from the former Soviet Union is severely blunted
because the system has been raided and is starved for finances and
will take a decade or two, to recover and become a real threat, and
the US will just maintain its slow increase.  Canada should continue
to supply 60% plus of the top hockey players in the world for the
forseeable future.

Besides we need the European hockey market if hockey is to take
its rightful place besides soccer as the two predominant world
sports...and since soccer is essentially boring, unlike hockey.

>    I live in Vancouver and if I hear one more word about ""Pavel Bure, the
>Russian Rocket"" I will completely throw up. As it is now, every time I see
>the Canucks play I keep hoping someone will cross-check Bure into the plexiglassso hard they have to carry him out on a stretcher. (By the way, I'm not a
>Canucks fan to begin with ;-). 
>
>    Okay, the stretcher remark was a little carried away. But the point is that
>I resent NHL owners drafting all these Europeans INSTEAD of Canadians (and
>some Americans). It denies young Canadians the opportunity to play in THEIR
>NORTH AMERICAN LEAGUE and instead gives it to Europeans, who aren't even
>better hockey players. It's all hype. This ""European mystique"" is sickening,
>but until NHL owners get over it, Canadian and American players will continue
>to have to fight harder to get drafted into their own league.
>
>    With the numbers of Euros in the NHL escalating, the problem is clearly
>only getting worse.
>

Canadians are under no threat...the European numbers will soon saturate,
if they haven't already...and by the time Russia comes online again,
the NHL should be a world league, and there will be many more teams
to stock and many more jobs for Canadian hockey players.  In the near
team, the percentage of Canadians will mostly decline because of 
Americans, not because of Europeans.

>    I'm all for the creation of a European Hockey League, and let the Bures
>and Selannes of the world play on their own continent.
>
>    I just don't want them on mine.
>

Crawl into a hole and die...   
",10,article rauser sfu rauser fraser sfu richard john rauser writes ten year ago number european nhl roughly quarter going season number euro nhl team escalated following stats canadian american european please note number rounded taken top player team source vancouver sun point far many european nhl sick watching game american canadian team let say red wing canuck seeing name like bure konstantinov borshevshky north america toronto detriot quebec edmonton particularly annoying number euro team getting worse well come canada borshevsky sound canadian smith anyways crawl back hole crawled nba care get basketball player major league baseball give damn get baseball player except cuba canada imminent danger overtaken primary supplier player sweden finland czech republic slovakia relatively small country really produce player greater rate already producing potential influx former soviet union severely blunted system raided starved finance take decade two recover become real threat maintain slow increase canada continue supply plus top hockey player world forseeable future besides need european hockey market hockey take rightful place besides soccer two predominant world sport since soccer essentially boring unlike hockey live vancouver hear one word pavel bure russian rocket completely throw every time see canuck play keep hoping someone cross check bure plexiglassso hard carry stretcher way canuck fan begin okay stretcher remark little carried away point resent nhl owner drafting european instead canadian american denies young canadian opportunity play north american league instead give european even better hockey player hype european mystique sickening nhl owner get canadian american player continue fight harder get drafted league number euro nhl escalating problem clearly getting worse canadian threat european number soon saturate already time russia come online nhl world league many team stock many job canadian hockey player near team percentage canadian mostly decline american european creation european hockey league let bures selannes world play continent want mine crawl hole die,rec.sport.hockey,sports
749,"I offer $100, shipment at seller's expense, payment as personal check
sent by U.S. mail within 24 hours after receiving goods.  I reserve the
right to return the goods, at my expense, if I find them to be defective
or otherwise unacceptable when I receive them (either the merchandise or
the check would be mailed within 24 hours).",6,offer shipment seller expense payment personal check sent mail within hour receiving good reserve right return good expense find defective otherwise unacceptable receive either merchandise check would mailed within hour,misc.forsale,classifieds
